design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/home/jagadeesh97/caravel_user_project/openlane/wrapped_filter,user_project_wrapper,26_03_20_00_19,flow completed,0h48m15s0ms,0h23m34s0ms,10481.215213358071,4.928,3668.4253246753246,3.53,-1,6434.39,15877,0,0,0,0,0,0,0,2,2,0,-1,-1,719586,154483,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,429007640.0,0.0,5.1,3.35,1.5,0.15,-1,16414,18170,117,1683,0,0,0,17148,2170,61,400,1087,1638,3819,1699,14,743,1403,32,334728,69228,12210,78937,18078,513181,4846670.8416,-1,-1,-1,0.0299,0.0433,3.22e-07,-1,-1,-1,1.6799999999999997,25.0,40.0,25,1,35,153.18,153.6,0.3,1,16,0.4,1,sky130_fd_sc_hd,AREA 0
